ukb_code	term_label	term_codes	mapping_type	ukb_fullcode	current_term_label	category
22504	?	EFO:0009824	Exact	22504-Bring_up_phlegmsputummucus_on_most_days	bringing up phlegm, sputum or mucus on most days, self-reported	
40009	cancer	EFO:0000311	Exact	40009-Reported_occurrences_of_cancer	cancer	disease
Z31	family planning services	EFO:0009787	Broad	Z31-Diagnoses_main_ICD10_Z31_Procreative_management	encounter with health service related to reproduction	
20002_1137	pain in abdomen	EFO:0003766	Narrow	20002_1137-Noncancer_illness_code_selfreported_other_abdominal_problem	pain in abdomen	
20002_1201	bladder disease	EFO:1000018	Exact	20002_1201-Noncancer_illness_code_selfreported_bladder_problem_not_cancer	bladder disease	disease
20002_1224	thyroid disease	EFO:1000627	Exact	20002_1224-Noncancer_illness_code_selfreported_thyroid_problem_not_cancer	thyroid disease	disease
20002_1234	adrenocortical insufficiency	EFO:0009491	Exact	20002_1234-Noncancer_illness_code_selfreported_adrenocortical_insufficiencyaddisons_disease	adrenocortical insufficiency	disease
20002_1240	nervous system injury	EFO:0009490	Exact	20002_1240-Noncancer_illness_code_selfreported_neurological_injurytrauma	nervous system injury	disease
20002_1242	eye disease	EFO:0003966	Broad	20002_1242-Noncancer_illness_code_selfreported_eyeeyelid_problem	eye disease	disease
20002_1249	cranial nerve palsy	EFO:0009489	Exact	20002_1249-Noncancer_illness_code_selfreported_cranial_nerve_problempalsy	cranial nerve palsy	disease
20002_1251	spinal cord disease	EFO:0009488	Exact	20002_1251-Noncancer_illness_code_selfreported_spinal_cord_disorder	spinal cord disease	disease
20002_1254	peripheral nervous system disease	EFO:0009387	Exact	20002_1254-Noncancer_illness_code_selfreported_peripheral_nerve_disorder	peripheral nervous system disease	disease
20002_1257	nerve compression syndrome	EFO:0009487	Exact	20002_1257-Noncancer_illness_code_selfreported_trapped_nervecompressed_nerve	nerve compression syndrome	disease
20002_1276	diabetic eye disease	EFO:0009486	Exact	20002_1276-Noncancer_illness_code_selfreported_diabetic_eye_disease	diabetic eye disease	disease
20002_1279	eye injury	EFO:0009485	Exact	20002_1279-Noncancer_illness_code_selfreported_eye_trauma	eye injury	disease
20002_1288	mental or behavioural disorder	EFO:0000677	Broad	20002_1288-Noncancer_illness_code_selfreported_nervous_breakdown	mental or behavioural disorder	disease
20002_1294	back pain	HP:0003418	Exact	20002_1294-Noncancer_illness_code_selfreported_back_problem	back pain	
20002_1386	drug allergy	EFO:0009482	Exact	20002_1386-Noncancer_illness_code_selfreported_allergy_or_anaphylactic_reaction_to_drug	drug allergy	disease
20002_1406	injury	EFO:0000546	Broad	20002_1406-Noncancer_illness_code_selfreported_muscle_or_soft_tissue_injuries	injury	disease
20002_1407	burn	EFO:0009516	Exact	20002_1407-Noncancer_illness_code_selfreported_burns	burn	disease
20002_1413	paranasal sinus disease	EFO:0009481	Exact	20002_1413-Noncancer_illness_code_selfreported_nasalsinus_disorder	paranasal sinus disease	disease
20002_1414	throat disease	EFO:0009479	Exact	20002_1414-Noncancer_illness_code_selfreported_throat_or_larynx_disorder	throat disease	disease
20002_1419	vocal cord polyp	EFO:0009478	Exact	20002_1419-Noncancer_illness_code_selfreported_vocal_cord_polyp	vocal cord polyp	disease
20002_1434	nervous system disease	EFO:0000618	Exact	20002_1434-Noncancer_illness_code_selfreported_other_neurological_problem	nervous system disease	disease
20002_1445	blood coagulation disease	EFO:0009314	Exact	20002_1445-Noncancer_illness_code_selfreported_clotting_disorderexcessive_bleeding	blood coagulation disease	disease
20002_1451	hematologic disease	EFO:0005803	Broad	20002_1451-Noncancer_illness_code_selfreported_hereditarygenetic_haematological_disorder	hematologic disease	disease
20002_1454	bullous skin disease	EFO:1000673	Narrow	20002_1454-Noncancer_illness_code_selfreported_blisteringdesquamating_skin_disorder	autoimmune bullous skin disease	
20002_1532	vertebral joint disease	EFO:0009477	Exact	20002_1532-Noncancer_illness_code_selfreported_disc_problem	vertebral joint disease	disease
20002_1545	neck injury	EFO:0009476	Broad	20002_1545-Noncancer_illness_code_selfreported_neck_probleminjury	neck injury	disease
E86	?	HP:0011106	Exact	E86-Diagnoses_main_ICD10_E86_Volume_depletion	hypovolemia	
M75		EFO:0009470	Broad	M75-Diagnoses_main_ICD10_M75_Shoulder_lesions	soft tissue disease	disease
O32		EFO:0009682	Broad	O32-Diagnoses_main_ICD10_O32_Maternal_care_for_known_or_suspected_malpresentation_of_foetus	pregnancy disorder	disease
O34		EFO:0009682	Broad	O34-Diagnoses_main_ICD10_O34_Maternal_care_for_known_or_suspected_abnormality_of_pelvic_organs	pregnancy disorder	disease
O63	birthing labor	EFO:0009682	Broad	O63-Diagnoses_main_ICD10_O63_Long_labour	pregnancy disorder	disease
O70	first degree perineal laceration	EFO:0009816	Exact	O70-Diagnoses_main_ICD10_O70_Perineal_laceration_during_delivery	perineal laceration during delivery	disease
S27	injury	EFO:0009887	Exact	S27-Diagnoses_main_ICD10_S27_Injury_of_other_and_unspecified_intrathoracic_organs	intrathoracic organ injury	disease
Z76		EFO:0009786	Broad	Z76-Diagnoses_main_ICD10_Z76_Persons_encountering_health_services_in_other_circumstances	encounter with health service	
Z71		EFO:0009786	Broad	Z71-Diagnoses_main_ICD10_Z71_Persons_encountering_health_services_for_other_counselling_and_medical_advice_not_elsewhere_classified	encounter with health service	
B07	warts	EFO:0009662	Exact	B07-Diagnoses_main_ICD10_B07_Viral_warts	common wart	disease
Z53		EFO:0009786	Broad	Z53-Diagnoses_main_ICD10_Z53_Persons_encountering_health_services_for_specifie_procedures_not_carried_out	encounter with health service	
R04	hemorrhage	MP:0001914	Broad	R04-Diagnoses_main_ICD10_R04_Haemorrhage_from_respiratory_passages	hemorrhage	
N45	orchitis	EFO:1001078	Broad	N45-Diagnoses_main_ICD10_N45_Orchitis_and_epididymitis	orchitis	disease
R42	vertigo	HP:0002321	Broad	R42-Diagnoses_main_ICD10_R42_Dizziness_and_giddiness	vertigo	
I12	renal hypertension	EFO:1002039	Exact	I12-Diagnoses_main_ICD10_I12_Hypertensive_renal_disease	renal hypertension	disease
S02	skull factures	EFO:1001425	Broad	S02-Diagnoses_main_ICD10_S02_Fracture_of_skull_and_facial_bones	skull fractures	disease
R51	Headache	HP:0002315	Exact	R51-Diagnoses_main_ICD10_R51_Headache	headache	
R50	fever of unknown origin	EFO:0003952	Exact	R50-Diagnoses_main_ICD10_R50_Fever_of_unknown_origin	fever of unknown origin	
R13	Dysphagia	HP:0002015	Exact	R13-Diagnoses_main_ICD10_R13_Dysphagia	dysphagia	
R12	dyspepsia	EFO:0008533	Broad	R12-Diagnoses_main_ICD10_R12_Heartburn	dyspepsia	disease
R05	Cough	HP:0012735	Exact	R05-Diagnoses_main_ICD10_R05_Cough	cough	
M13	arthritis	EFO:0005856	Exact	M13-Diagnoses_main_ICD10_M13_Other_arthritis	arthritis	disease
L40	psoriasis	EFO:0000676	Exact	L40-Diagnoses_main_ICD10_L40_Psoriasis	psoriasis	disease
L72	Follicular cysts	EFO:1001329	Broad	L72-Diagnoses_main_ICD10_L72_Follicular_cysts_of_skin_and_subcutaneous_tissue	follicular cyst	disease
L81	pigmentation disease	EFO:1000755	Exact	L81-Diagnoses_main_ICD10_L81_Other_disorders_of_pigmentation	pigmentation disease	disease
L97	ulcer of lower limb	EFO:0007068	Exact	L97-Diagnoses_main_ICD10_L97_Ulcer_of_lower_limb_not_elsewhere_classified	ulcer of lower limb	
K30	dyspepsia	EFO:0008533	Exact	K30-Diagnoses_main_ICD10_K30_Dyspepsia	dyspepsia	disease
K40	inguinal hernia	HP:0000023	Exact	K40-Diagnoses_main_ICD10_K40_Inguinal_hernia	inguinal hernia	
J01	sinusitis	EFO:0007486	Broad	J01-Diagnoses_main_ICD10_J01_Acute_sinusitis	sinusitis	disease
J13	pneumococcal infection	EFO:0000772	Broad	J13-Diagnoses_main_ICD10_J13_Pneumonia_due_to_Streptococcus_pneumoniae	pneumococcal infection	disease
J15	bacterial pneumonia	EFO:1001272	Exact	J15-Diagnoses_main_ICD10_J15_Bacterial_pneumonia_not_elsewhere_classified	bacterial pneumonia	disease
J18	pneumonia	EFO:0003106	Exact	J18-Diagnoses_main_ICD10_J18_Pneumonia_organism_unspecified	pneumonia	disease
J33	nasal cavity polyp	EFO:1000391	Exact	J33-Diagnoses_main_ICD10_J33_Nasal_polyp	nasal cavity polyp	disease
J36	peritonsillar abscess	EFO:0007429	Exact	J36-Diagnoses_main_ICD10_J36_Peritonsillar_abscess	peritonsillar abscess	disease
J43	emphysema	EFO:0000464	Exact	J43-Diagnoses_main_ICD10_J43_Emphysema	emphysema	disease
J44	chronic obstructive pulmonary disease	EFO:0000341	Exact	J44-Diagnoses_main_ICD10_J44_Other_chronic_obstructive_pulmonary_disease	chronic obstructive pulmonary disease	disease
J45	asthma	EFO:0000270	Exact	J45-Diagnoses_main_ICD10_J45_Asthma	asthma	disease
J47	Bronchiectasis	HP:0002110	Exact	J47-Diagnoses_main_ICD10_J47_Bronchiectasis	bronchiectasis	
J84	interstitial lung disease	EFO:0004244	Exact	J84-Diagnoses_main_ICD10_J84_Other_interstitial_pulmonary_diseases	interstitial lung disease	disease
J98	respiratory system disease	EFO:0000684	Exact	J98-Diagnoses_main_ICD10_J98_Other_respiratory_disorders	respiratory system disease	disease
I71	aortic aneurysm	EFO:0001666	Broad	I71-Diagnoses_main_ICD10_I71_Aortic_aneurysm_and_dissection	aortic aneurysm	disease
H00	Hordeolum	EFO:0007315	Broad	H00-Diagnoses_main_ICD10_H00_Hordeolum_and_chalazion	hordeolum	disease
F31	bipolar disorder	EFO:0000289	Exact	F31-Diagnoses_main_ICD10_F31_Bipolar_affective_disorder	bipolar disorder	disease
F52	sexual dysfunction	EFO:0004714	Exact	F52-Diagnoses_main_ICD10_F52_Sexual_dysfunction_not_caused_by_organic_disorder_or_disease	sexual dysfunction	
E03	hypothyroidism	EFO:0004705	Exact	E03-Diagnoses_main_ICD10_E03_Other_hypothyroidism	hypothyroidism	disease
D03	Clark level I melanoma	EFO:0004957	Exact	D03-Diagnoses_main_ICD10_D03_Melanoma_in_situ	clark level i	
D18	Hemangioma	EFO:1000635	Broad	D18-Diagnoses_main_ICD10_D18_Haemangioma_and_lymphangioma_any_site	hemangioma	disease
D25	uterine fibroid	EFO:0000731	Broad	D25-Diagnoses_main_ICD10_D25_Leiomyoma_of_uterus	uterine fibroid	disease
D27	benign ovarian neoplasm	EFO:1000116	Exact	D27-Diagnoses_main_ICD10_D27_Benign_neoplasm_of_ovary	benign ovarian neoplasm	disease
D28	Genital neoplasm, female	EFO:1001331	Broad	D28-Diagnoses_main_ICD10_D28_Benign_neoplasm_of_other_and_unspecified_female_genital_organs	genital neoplasm, female	disease
D33	Benign brain neoplasm	EFO:1000107	Broad	D33-Diagnoses_main_ICD10_D33_Benign_neoplasm_of_brain_and_other_parts_of_central_nervous_system	benign brain neoplasm	disease
D34	benign thyroid gland neoplasm	EFO:1000122	Exact	D34-Diagnoses_main_ICD10_D34_Benign_neoplasm_of_thyroid_gland	benign thyroid gland neoplasm	disease
D45	Polycythaemia vera	EFO:0002429	Exact	D45-Diagnoses_main_ICD10_D45_Polycythaemia_vera	polycythemia vera	disease
D46	myelodysplastic syndrome	EFO:0000198	Exact	D46-Diagnoses_main_ICD10_D46_Myelodysplastic_syndromes	myelodysplastic syndrome	disease
D69	Purpura	HP:0000979	Broad	D69-Diagnoses_main_ICD10_D69_Purpura_and_other_haemorrhagic_conditions	purpura	
C18	colon carcinoma	EFO:1001950	Exact	C18-Diagnoses_main_ICD10_C18_Malignant_neoplasm_of_colon	colon carcinoma	disease
C32	Malignant Laryngeal Neoplasm	EFO:1000354	Exact	C32-Diagnoses_main_ICD10_C32_Malignant_neoplasm_of_larynx	malignant laryngeal neoplasm	disease
C45	mesothelioma	EFO:0000588	Exact	C45-Diagnoses_main_ICD10_C45_Mesothelioma	mesothelioma	disease
C77	metastasis to lymph node	EFO:0004906	Broad	C77-Diagnoses_main_ICD10_C77_Secondary_and_unspecified_malignant_neoplasm_of_lymph_nodes	lymph node metastatic carcinoma	disease
C81	Hodgkins lymphoma	EFO:0000183	Exact	C81-Diagnoses_main_ICD10_C81_Hodgkins_disease	hodgkins lymphoma	disease
C82	Cutaneous Follicular Lymphoma	EFO:1000211	Broad	C82-Diagnoses_main_ICD10_C82_Follicular_nodular_nonHodgkins_lymphoma	cutaneous follicular lymphoma	disease
C90	multiple myeloma	EFO:0001378	Broad	C90-Diagnoses_main_ICD10_C90_Multiple_myeloma_and_malignant_plasma_cell_neoplasms	multiple myeloma	disease
C91	lymphoid leukemia	EFO:0004289	Exact	C91-Diagnoses_main_ICD10_C91_Lymphoid_leukaemia	lymphoid leukemia	disease
C92	acute myeloid leukemia	EFO:0000222	Exact	C92-Diagnoses_main_ICD10_C92_Myeloid_leukaemia	acute myeloid leukemia	disease
S42	Bone fracture from OLS	EFO:0003931	Broad	S42-Diagnoses_main_ICD10_S42_Fracture_of_shoulder_and_upper_arm	bone fracture	disease
R73	fasting blood glucose measurement rather than elvated	EFO:0004468	Broad	R73-Diagnoses_main_ICD10_R73_Elevated_blood_glucose_level	glucose measurement	disease
M31	vasculitis	EFO:0006803	Broad	M31-Diagnoses_main_ICD10_M31_Other_necrotising_vasculopathies	vasculitis	disease
L08	General skin disease term	EFO:0000701	Broad	L08-Diagnoses_main_ICD10_L08_Other_local_infections_of_skin_and_subcutaneous_tissue	skin disease	disease
H34	retinal vein occlusion	EFO:1001157	Narrow	H34-Diagnoses_main_ICD10_H34_Retinal_vascular_occlusions	retinal vein occlusion	disease
F43	psychosocial stress measurement	EFO:0006783	Broad	F43-Diagnoses_main_ICD10_F43_Reaction_to_severe_stress_and_adjustment_disorders	psychosocial stress measurement	
D12	anal neoplasm, not malignant specific	EFO:0003835	Broad	D12-Diagnoses_main_ICD10_D12_Benign_neoplasm_of_colon_rectum_anus_and_anal_canal	anal neoplasm	disease
D24	breast neoplasm, not malignant specific	EFO:0003869	Broad	D24-Diagnoses_main_ICD10_D24_Benign_neoplasm_of_breast	breast neoplasm	disease
C19	rectal cancer, not malignant specific	EFO:1000657	Broad	C19-Diagnoses_main_ICD10_C19_Malignant_neoplasm_of_rectosigmoid_junction	rectum cancer	disease
C50	breast neoplasm, not necessarily malignant	EFO:0003869	Broad	C50-Diagnoses_main_ICD10_C50_Malignant_neoplasm_of_breast	breast neoplasm	disease
C61	prostate carcinoma	EFO:0001663	Broad	C61-Diagnoses_main_ICD10_C61_Malignant_neoplasm_of_prostate	prostate carcinoma	disease
C62	testicular carcinoma, not malignant spcific	EFO:0005088	Broad	C62-Diagnoses_main_ICD10_C62_Malignant_neoplasm_of_testis	testicular carcinoma	disease
C71	brain neoplasm, not malignant specific	EFO:0003833	Broad	C71-Diagnoses_main_ICD10_C71_Malignant_neoplasm_of_brain	brain neoplasm	disease
T86	transplant outcome measurement	EFO:0005198	Broad	T86-Diagnoses_main_ICD10_T86_Failure_and_rejection_of_transplanted_organs_and_tissues	transplant outcome measurement	
T50	poisoning	EFO:0008546	Broad	T50-Diagnoses_main_ICD10_T50_Poisoning_by_diuretics_and_other_and_unspecified_drugs_medicaments_and_biological_substances	poisoning	disease
T43	poisoning	EFO:0008546	Broad	T43-Diagnoses_main_ICD10_T43_Poisoning_by_psychotropic_drugs_not_elsewhere_classified	poisoning	disease
T42	poisoning	EFO:0008546	Broad	T42-Diagnoses_main_ICD10_T42_Poisoning_by_antiepileptic_sedativehypnotic_and_antiParkinsonism_drugs	poisoning	disease
T40	poisoning	EFO:0008546	Broad	T40-Diagnoses_main_ICD10_T40_Poisoning_by_narcotics_and_psychodysleptics_hallucinogens	poisoning	disease
T39	poisoning	EFO:0008546	Broad	T39-Diagnoses_main_ICD10_T39_Poisoning_by_nonopioid_analgesics_antipyretics_and_antirheumatics	poisoning	disease
S93	ankle injury	EFO:1002021	Broad	S93-Diagnoses_main_ICD10_S93_Dislocation_sprain_and_strain_of_joints_and_ligaments_at_ankle_and_foot_level	ankle injury	disease
S92	Bone fracture	EFO:0003931	Broad	S92-Diagnoses_main_ICD10_S92_Fracture_of_foot_except_ankle	bone fracture	disease
S52	Bone fracture	EFO:0003931	Broad	S52-Diagnoses_main_ICD10_S52_Fracture_of_forearm	bone fracture	disease
R10	pain in abdomen	EFO:0003766	Broad	R10-Diagnoses_main_ICD10_R10_Abdominal_and_pelvic_pain	pain in abdomen	
O04	abortion	EFO:1001491	Broad	O04-Diagnoses_main_ICD10_O04_Medical_abortion	abortion	disease
N32	bladder disease	EFO:1000018	Exact	N32-Diagnoses_main_ICD10_N32_Other_disorders_of_bladder	bladder disease	disease
N43	testicular hydrocele || spermatocele EFO_1001189	EFO:1001859, EFO:1001189	Broad	N43-Diagnoses_main_ICD10_N43_Hydrocele_and_spermatocele	testicular hydrocele AND spermatocele	disease
N47	phimosis	EFO:1001104	Broad	N47-Diagnoses_main_ICD10_N47_Redundant_prepuce_phimosis_and_paraphimosis	phimosis	disease
N70	Pelvic Inflammatory Disease	EFO:1001388	Broad	N70-Diagnoses_main_ICD10_N70_Salpingitis_and_oophoritis	pelvic inflammatory disease	disease
N76	vaginal inflammation	EFO:0005757	Exact	N76-Diagnoses_main_ICD10_N76_Other_inflammation_of_vagina_and_vulva	vaginal inflammation	
M06	rheumatoid arthritis	EFO:0000685	Exact	M06-Diagnoses_main_ICD10_M06_Other_rheumatoid_arthritis	rheumatoid arthritis	disease
M25	joint disease	EFO:1000999	Exact	M25-Diagnoses_main_ICD10_M25_Other_joint_disorders_not_elsewhere_classified	joint disease	disease
M81	osteoporosis	EFO:0003882	Broad	M81-Diagnoses_main_ICD10_M81_Osteoporosis_without_pathological_fracture	osteoporosis	disease
L28	lichen disease	EFO:1000724	Broad	L28-Diagnoses_main_ICD10_L28_Lichen_simplex_chronicus_and_prurigo	lichen disease	disease
L98	skin disease	EFO:0000701	Exact	L98-Diagnoses_main_ICD10_L98_Other_disorders_of_skin_and_subcutaneous_tissue_not_elsewhere_classified	skin disease	disease
K35	appendicitis	EFO:0007149	Broad	K35-Diagnoses_main_ICD10_K35_Acute_appendicitis	appendicitis	disease
J32	sinusitis	EFO:0007486	Broad	J32-Diagnoses_main_ICD10_J32_Chronic_sinusitis	sinusitis	disease
J93	spontaneous pneumothorax	HP:0002108	Broad	J93-Diagnoses_main_ICD10_J93_Pneumothorax	spontaneous pneumothorax	
I30	pericarditis	EFO:0007427	Broad	I30-Diagnoses_main_ICD10_I30_Acute_pericarditis	pericarditis	disease
I62	intracranial hemorrhage NOS	EFO:0000551	Broad	I62-Diagnoses_main_ICD10_I62_Other_nontraumatic_intracranial_haemorrhage	intracranial hemorrhage	disease
I63	brain infarction	EFO:0004277	Broad	I63-Diagnoses_main_ICD10_I63_Cerebral_infarction	brain infarction	disease
I72	aneurysm	EFO:0009659	Exact	I72-Diagnoses_main_ICD10_I72_Other_aneurysm	aneurysm	disease
H91	hearing loss	EFO:0004238	Exact	H91-Diagnoses_main_ICD10_H91_Other_hearing_loss	hearing loss	disease
G45	transient ischemic attack	EFO:0003764	Broad	G45-Diagnoses_main_ICD10_G45_Transient_cerebral_ischaemic_attacks_and_related_syndromes	transient ischemic attack	disease
F41	General anxiety disorder	EFO:0006788	Exact	F41-Diagnoses_main_ICD10_F41_Other_anxiety_disorders	anxiety disorder	disease
F99	General mental or behavioural disorder term	EFO:0000677	Broad	F99-Diagnoses_main_ICD10_F99_Mental_disorder_not_otherwise_specified	mental or behavioural disorder	disease
E21	Hyperparathyroidism	EFO:0008506	Broad	E21-Diagnoses_main_ICD10_E21_Hyperparathyroidism_and_other_disorders_of_parathyroid_gland	hyperparathyroidism	disease
D04	skin neoplasm	EFO:0004198	Broad	D04-Diagnoses_main_ICD10_D04_Carcinoma_in_situ_of_skin	skin neoplasm	disease
D05	breast carcinoma	EFO:0000305	Broad	D05-Diagnoses_main_ICD10_D05_Carcinoma_in_situ_of_breast	breast carcinoma	disease
D06	cervical carcinoma	EFO:0001061	Broad	D06-Diagnoses_main_ICD10_D06_Carcinoma_in_situ_of_cervix_uteri	cervical carcinoma	disease
D10	mouth neoplasm	EFO:0003868	Broad	D10-Diagnoses_main_ICD10_D10_Benign_neoplasm_of_mouth_and_pharynx	mouth neoplasm	disease
D11	salivary gland neoplasm	EFO:0003826	Broad	D11-Diagnoses_main_ICD10_D11_Benign_neoplasm_of_major_salivary_glands	salivary gland neoplasm	disease
D26	uterus neoplasm	EFO:0003859	Broad	D26-Diagnoses_main_ICD10_D26_Other_benign_neoplasms_of_uterus	uterine neoplasm	disease
D39	Genital neoplasm, female	EFO:1001331	Exact	D39-Diagnoses_main_ICD10_D39_Neoplasm_of_uncertain_or_unknown_behaviour_of_female_genital_organs	genital neoplasm, female	disease
D44	endocrine neoplasm	EFO:0003769	Exact	D44-Diagnoses_main_ICD10_D44_Neoplasm_of_uncertain_or_unknown_behaviour_of_endocrine_glands	endocrine neoplasm	disease
C02	tongue neoplasm	EFO:0003871	Broad	C02-Diagnoses_main_ICD10_C02_Malignant_neoplasm_of_other_and_unspecified_parts_of_tongue	tongue neoplasm	disease
C09	tonsil cancer	EFO:1001214	Exact	C09-Diagnoses_main_ICD10_C09_Malignant_neoplasm_of_tonsil	tonsil cancer	disease
C15	esophageal carcinoma	EFO:0002916	Narrow	C15-Diagnoses_main_ICD10_C15_Malignant_neoplasm_of_oesophagus	esophageal carcinoma	disease
C16	stomach neoplasm	EFO:0003897	Broad	C16-Diagnoses_main_ICD10_C16_Malignant_neoplasm_of_stomach	stomach neoplasm	disease
C20	rectum cancer	EFO:1000657	Exact	C20-Diagnoses_main_ICD10_C20_Malignant_neoplasm_of_rectum	rectum cancer	disease
C21	anal neoplasm	EFO:0003835	Broad	C21-Diagnoses_main_ICD10_C21_Malignant_neoplasm_of_anus_and_anal_canal	anal neoplasm	disease
C22	Liver neoplasm	EFO:1001513	Broad	C22-Diagnoses_main_ICD10_C22_Malignant_neoplasm_of_liver_and_intrahepatic_bile_ducts	liver neoplasm	disease
C25	pancreatic carcinoma	EFO:0002618	Narrow	C25-Diagnoses_main_ICD10_C25_Malignant_neoplasm_of_pancreas	pancreatic carcinoma	disease
C34	Lung carcinoma	EFO:0001071	Broad	C34-Diagnoses_main_ICD10_C34_Malignant_neoplasm_of_bronchus_and_lung	lung carcinoma	disease
C43	cutaneous melanoma	EFO:0000389	Exact	C43-Diagnoses_main_ICD10_C43_Malignant_melanoma_of_skin	cutaneous melanoma	disease
C53	cervical carcinoma	EFO:0001061	Broad	C53-Diagnoses_main_ICD10_C53_Malignant_neoplasm_of_cervix_uteri	cervical carcinoma	disease
C54	uterine corpus cancer	EFO:0007532	Broad	C54-Diagnoses_main_ICD10_C54_Malignant_neoplasm_of_corpus_uteri	uterine corpus cancer	disease
C56	Not malignant specific	EFO:0003893	Broad	C56-Diagnoses_main_ICD10_C56_Malignant_neoplasm_of_ovary	ovarian neoplasm	disease
C64	kidney neoplasm	EFO:0003865	Broad	C64-Diagnoses_main_ICD10_C64_Malignant_neoplasm_of_kidney_except_renal_pelvis	kidney neoplasm	disease
C67	bladder carcinoma	EFO:0000292	Narrow	C67-Diagnoses_main_ICD10_C67_Malignant_neoplasm_of_bladder	bladder carcinoma	disease
C69	eye neoplasm	EFO:0003824	Broad	C69-Diagnoses_main_ICD10_C69_Malignant_neoplasm_of_eye_and_adnexa	eye neoplasm	disease
C73	thyroid carcinoma	EFO:0002892	Narrow	C73-Diagnoses_main_ICD10_C73_Malignant_neoplasm_of_thyroid_gland	thyroid carcinoma	disease
C83	non-Hodgkins lymphoma	EFO:0005952	Broad	C83-Diagnoses_main_ICD10_C83_Diffuse_nonHodgkins_lymphoma	non-hodgkins lymphoma	disease
B18	viral hepatitis	EFO:0007540	Broad	B18-Diagnoses_main_ICD10_B18_Chronic_viral_hepatitis	animal viral hepatitis	disease
A09	diarrhoea||gastroenteritis	EFO:1001463, EFO:1001463	Broad	A09-Diagnoses_main_ICD10_A09_Diarrhoea_and_gastroenteritis_of_presumed_infectious_origin	gastroenteritis AND gastroenteritis	disease
A41	sepsis	HP:0100806	Exact	A41-Diagnoses_main_ICD10_A41_Other_septicaemia	sepsis	
Z87	clinical history	EFO:0000352	Broad	Z87-Diagnoses_main_ICD10_Z87_Personal_history_of_other_diseases_and_conditions	clinical history	
Z80	There is only family history of breast or lung cancer, could use a parent term like family history of cancer?	EFO:0009640	Exact	Z80-Diagnoses_main_ICD10_Z80_Family_history_of_malignant_neoplasm	family history of cancer	
Z51	health care delivery	EFO:0009786	Broad	Z51-Diagnoses_main_ICD10_Z51_Other_medical_care	encounter with health service	
Z46	?	EFO:0009786	Broad	Z46-Diagnoses_main_ICD10_Z46_Fitting_and_adjustment_of_other_devices	encounter with health service	
Z45	?	EFO:0009786	Broad	Z45-Diagnoses_main_ICD10_Z45_Adjustment_and_management_of_implanted_device	encounter with health service	
Z52	organ donor||tissue donor	EFO:0009634, EFO:0009633	Exact	Z52-Diagnoses_main_ICD10_Z52_Donors_of_organs_and_tissues	organ donor AND tissue donor	
Z48	follow-up	EFO:0009642	Broad	Z48-Diagnoses_main_ICD10_Z48_Other_surgical_followup_care	follow-up	
Z43	?	EFO:0009786	Broad	Z43-Diagnoses_main_ICD10_Z43_Attention_to_artificial_openings	encounter with health service	
Z39	patient care? follow-up care?	EFO:0009787	Broad	Z39-Diagnoses_main_ICD10_Z39_Postpartum_care_and_examination	encounter with health service related to reproduction	
Z36	screening	EFO:0009787	Broad	Z36-Diagnoses_main_ICD10_Z36_Antenatal_screening	encounter with health service related to reproduction	
T79	complication	EFO:0009888	Broad	T79-Diagnoses_main_ICD10_T79_Certain_early_complications_of_trauma_not_elsewhere_classified	complication	disease
Z42	follow-up	EFO:0009642	Broad	Z42-Diagnoses_main_ICD10_Z42_Followup_care_involving_plastic_surgery	follow-up	
Z41	medical procedure	EFO:0002571	Broad	Z41-Diagnoses_main_ICD10_Z41_Procedures_for_purposes_other_than_remedying_health_state	medical procedure	
R93	abnormal finding	EFO:0009827	Exact	R93-Diagnoses_main_ICD10_R93_Abnormal_findings_on_diagnostic_imaging_of_other_body_structures	abnormal result of diagnostic imaging	
R63	sign or symptom	EFO:0009825	Exact	R63-Diagnoses_main_ICD10_R63_Symptoms_and_signs_concerning_food_and_fluid_intake	sign or symptom concerning food and fluid intake	
Z13	medical examination	EFO:0009517	Broad	Z13-Diagnoses_main_ICD10_Z13_Special_screening_examination_for_other_diseases_and_disorders	checkup	
Z12	medical examination	EFO:0009517	Broad	Z12-Diagnoses_main_ICD10_Z12_Special_screening_examination_for_neoplasms	checkup	
Z11	medical examination	EFO:0009517	Broad	Z11-Diagnoses_main_ICD10_Z11_Special_screening_examination_for_infectious_and_parasitic_diseases	checkup	
Z09	follow-up	EFO:0009642	Broad	Z09-Diagnoses_main_ICD10_Z09_Followup_examination_after_treatment_for_conditions_other_than_malignant_neoplasms	follow-up	
Z08	follow-up	EFO:0009642	Broad	Z08-Diagnoses_main_ICD10_Z08_Followup_examination_after_treatment_for_malignant_neoplasm	follow-up	
Z04	medical examination	EFO:0009517	Broad	Z04-Diagnoses_main_ICD10_Z04_Examination_and_observation_for_other_reasons	checkup	
Z03	medical examination	EFO:0009517	Broad	Z03-Diagnoses_main_ICD10_Z03_Medical_observation_and_evaluation_for_suspected_diseases_and_conditions	checkup	
Z01	medical examination	EFO:0009517	Broad	Z01-Diagnoses_main_ICD10_Z01_Other_special_examinations_and_investigations_of_persons_without_complaint_or_reported_diagnosis	checkup	
Z00	medical examination	EFO:0009517	Broad	Z00-Diagnoses_main_ICD10_Z00_General_examination_and_investigation_of_persons_without_complaint_or_reported_diagnosis	checkup	
